time,rad,ta,hr,pa,vv10,vv100,valor,pred,month,week,year,day,hour
2017-09-13 20:00:00,3.4722223e-05,16.383026,93.86989,80.12449000000001,0.3242319038912313,1.044510921879167,8.866666666666667,8.566666666666666,9,37,2017,2,20
2017-09-13 21:00:00,3.4722223e-05,16.168029999999998,94.63192,80.171684,0.0828804812874908,0.6989202228093453,9.4,8.866666666666667,9,37,2017,2,21
2017-09-13 22:00:00,3.4722223e-05,15.567504999999999,96.89609,80.13197,0.2937573884232634,0.9767718705066194,9.033333333333333,9.4,9,37,2017,2,22
2017-09-13 23:00:00,3.4722223e-05,15.219116,98.17471,80.10491999999999,0.325929003761728,1.0796363959598982,10.0,9.033333333333333,9,37,2017,2,23
2017-09-14 00:00:00,3.4722223e-05,15.140564000000001,95.691986,80.073265,0.34686814769830915,1.2149671402743956,9.166666666666666,10.0,9,37,2017,3,0
2017-09-14 01:00:00,3.4722223e-05,14.712401999999999,96.11326600000001,80.01629,0.3504958183512084,1.0027550785519874,8.633333333333333,9.166666666666666,9,37,2017,3,1
2017-09-14 02:00:00,3.4722223e-05,14.274475,97.63531,79.95585,0.14440117034392752,1.1638135200063862,8.433333333333334,8.633333333333333,9,37,2017,3,2
2017-09-14 03:00:00,3.4722223e-05,13.790894,97.63561,79.98694,0.22053120874444648,1.4418660211296643,8.633333333333333,8.433333333333334,9,37,2017,3,3
2017-09-14 04:00:00,3.4722223e-05,13.098389,99.64353,79.99499499999999,0.35936316201394763,0.8822080165877263,8.5,8.633333333333333,9,37,2017,3,4
2017-09-14 05:00:00,0.1771875,13.089264,99.910866,80.04851500000001,0.24764743724301963,0.9987918983672425,9.433333333333334,8.5,9,37,2017,3,5
2017-09-14 06:00:00,73.10601,13.402313000000001,99.52958000000001,80.07672,0.46909796465687564,1.459174295589725,88.83333333333333,9.433333333333334,9,37,2017,3,6
2017-09-14 07:00:00,262.32047,14.975494,96.66673,80.12334399999999,0.8436840862116488,1.6962477819017259,346.6333333333333,88.83333333333333,9,37,2017,3,7
2017-09-14 08:00:00,546.8243,19.977081,74.42334,80.16075,1.0416650870430548,1.4763422272890017,523.1666666666666,346.6333333333333,9,37,2017,3,8
2017-09-14 09:00:00,790.5404,21.696442,66.60247,80.15903,1.1614965574187006,1.6186929933998015,750.5333333333333,523.1666666666666,9,37,2017,3,9
2017-09-14 10:00:00,900.2171,22.30246,64.99477399999999,80.12449000000001,1.0414268360864811,1.4450577735107142,891.0,750.5333333333333,9,37,2017,3,10
2017-09-14 11:00:00,1032.7505,24.577911,55.615276,80.02665,1.1153740954048414,1.5271606042186952,802.7333333333333,891.0,9,37,2017,3,11
2017-09-14 12:00:00,1039.643,24.943329000000002,55.516415,79.92017,0.8882155309693595,1.209694293538202,617.5666666666667,802.7333333333333,9,37,2017,3,12
2017-09-14 13:00:00,962.8869599999999,24.175323000000002,58.540215,79.81888000000001,0.7935215323577232,1.0474775416392192,154.13333333333333,617.5666666666667,9,37,2017,3,13
2017-09-14 14:00:00,472.46027000000004,21.74823,71.34878,79.7452,1.2263044952299775,1.6793258450864714,310.6,154.13333333333333,9,37,2017,3,14
2017-09-14 15:00:00,437.48422,21.721404999999997,66.8186,79.80794,0.9600660931705955,1.3125369837362502,180.53333333333333,310.6,9,37,2017,3,15
2017-09-14 16:00:00,178.21135,18.032958999999998,91.939995,79.78491,0.8374444876614013,1.649560164989401,99.8,180.53333333333333,9,37,2017,3,16
2017-09-14 17:00:00,54.377674,18.009826999999998,93.702736,79.881035,0.9742213574127943,1.4421317415517523,47.833333333333336,99.8,9,37,2017,3,17
2017-09-14 18:00:00,3.4722223e-05,17.601135,93.49096999999999,80.05658000000001,1.1846693789639422,1.827721220405095,9.8,47.833333333333336,9,37,2017,3,18
2017-09-14 19:00:00,3.4722223e-05,17.690063000000002,92.230835,80.09456,0.7022823053312832,0.9415987792858089,9.5,9.8,9,37,2017,3,19
2017-09-14 20:00:00,3.4722223e-05,16.842865,93.7989,80.17456,0.54645274150018,1.070776102369613,9.366666666666667,9.5,9,37,2017,3,20
2017-09-14 21:00:00,3.4722223e-05,16.078522,93.3825,80.19471,0.3545881352520894,0.8830057467915611,8.666666666666666,9.366666666666667,9,37,2017,3,21
2017-09-14 22:00:00,3.4722223e-05,15.859253,93.34845,80.16478000000001,0.7119460851890352,1.3634566960112566,8.733333333333333,8.666666666666666,9,37,2017,3,22
2017-09-14 23:00:00,3.4722223e-05,15.717957,96.73889,80.14981,0.8936291681089255,1.5626577700243423,8.866666666666667,8.733333333333333,9,37,2017,3,23
2017-09-15 00:00:00,3.4722223e-05,15.145416,97.82278000000001,80.09169,0.34966391690761717,1.2101013008260484,8.7,8.866666666666667,9,37,2017,4,0
2017-09-15 01:00:00,3.4722223e-05,14.8871765,97.41136,80.034706,0.1550132570717546,1.0144201347739548,9.366666666666667,8.7,9,37,2017,4,1
2017-09-15 02:00:00,3.4722223e-05,14.372527999999999,98.05553,79.97658,0.2851891866579394,1.1154081818180912,10.033333333333333,9.366666666666667,9,37,2017,4,2
2017-09-15 03:00:00,3.4722223e-05,13.558838,97.33046,79.965065,0.5587123867679886,1.5910675256550966,10.0,10.033333333333333,9,37,2017,4,3
